,geo,text,name,location,hashtags,source,followers_count,friends_count,created_at,verification_status,entities,sentiment
74,,CHeck out my new track #UNBANPUBGPAKISTAN #PTALiftBanOnPUBG #ShehnaazGill #sundayvibes #coronavirus #QuarantineLife #quotes,ValiB0i,"Karachi, Pakistan","['UNBANPUBGPAKISTAN', 'PTALiftBanOnPUBG', 'ShehnaazGill', 'sundayvibes', 'coronavirus', 'QuarantineLife', 'quotes']",Twitter for Android,5,228,2020-07-12 17:38:27,False,"['', '', '', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
75,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",CarolOSullivan1,,['coronavirus'],Twitter Web App,145,220,2020-07-12 17:38:26,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
76,," Okay, retailers, if I'm asked to wear a mask, I can either show this card or wear this mask. We must #FightBack agains…",jcross_john,"Kansas, USA",['FightBack'],Twitter for iPhone,27511,27180,2020-07-12 17:38:26,False,"['', ('FightBack', 'ORG')]","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2263}"
77,, ‼️37-year-old #Ohio veteran—who posted a widely shared anti-#mask screed on Facebook—tested positive for #COVID19 on Jul…,tibbidoe,"➡️ 🇺🇸, 🌎","['Ohio', 'mask', 'COVID19']",Twitter for Android,2247,2456,2020-07-12 17:38:26,False,"[('Ohio', 'GPE'), ('Facebook', 'ORG'), ('Jul', 'ORG')]","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}"
78,, 🚨BREAKING: Commissioner in #Florida who *voted against #masks* has tested positive for #COVID19 and is currently in the…,irishgirlinatl,,"['Florida', 'masks', 'COVID19']",Twitter for Android,3,82,2020-07-12 17:38:25,False,"[('Florida', 'GPE'), '', '']","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5574}"
79,,  How ya feeling #LittleTimmy? Perhaps you should get tested for the so-called #coronahoax you #COVIDIOT 🤦🏼‍♀️ You should definitely self quarantine.🙅🏼‍♀️ #coronavirus is not funny. Stay safe at home and away from people you love.🧼😷 Don’t be a spreader. ,ansue67,"Tennessee, USA","['LittleTimmy', 'coronahoax', 'COVIDIOT', 'coronavirus']",Twitter for iPhone,587,928,2020-07-12 17:38:25,False,"['', ('LittleTimmy', 'ORG'), '', '', ('♀', 'ORG'), ('😷', 'CARDINAL')]","{'neg': 0.112, 'neu': 0.79, 'pos': 0.098, 'compound': -0.1561}"
80,, Germany and UK have similar population densities. Germany has a slightly higher population.#Coronavirus deaths in Germ…,fozhoath,,['Coronavirus'],Twitter for iPhone,43,69,2020-07-12 17:38:25,False,"[('Germany', 'GPE'), ('UK', 'GPE'), ('Germany', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
81,," ""On Friday, the Ohio Department of Health reported 62,856 total #coronavirus cases, 8,701 hospitalizations, and 3,032 dea…",Celestebyrne3,USA,['coronavirus'],Twitter for iPad,172,679,2020-07-12 17:38:24,False,"[('Friday', 'DATE'), ('the Ohio Department of Health', 'ORG'), ('62,856', 'CARDINAL'), '', ('8,701', 'CARDINAL'), ('3,032 dea', 'QUANTITY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
82,, Germany and UK have similar population densities. Germany has a slightly higher population.#Coronavirus deaths in Germ…,Mortimer4Kim,Romsey,['Coronavirus'],Twitter for iPad,541,220,2020-07-12 17:38:24,False,"[('Germany', 'GPE'), ('UK', 'GPE'), ('Germany', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
83,, Trump wearing the mask like thisEffective? 🙄🙄😂😂😂😂😂😷😷😷😷😷#Covid_19 #coronavirus ,akasha2458,Illinois,"['Covid_19', 'coronavirus']",Twitter Web App,853,896,2020-07-12 17:38:23,False,"[('🙄🙄', 'FAC'), ('😷', 'CARDINAL'), ('😷', 'CARDINAL'), ('😷', 'ORG')]","{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}"
84,," . orders ""his representatives"" to back off from questioning or impeaching  ! Asks people to help o…",Mira63330096,,[],Twitter for Android,1138,872,2020-07-12 17:38:22,False,[],"{'neg': 0.08, 'neu': 0.747, 'pos': 0.172, 'compound': 0.3802}"
85,, This from 2017 remains true: Betsy Devos is more of a danger to students than a silly old bear. Remember she wanted to arm…,Frustratedlady3,,[],Twitter for iPhone,70,38,2020-07-12 17:38:21,False,"[('2017', 'DATE'), ('Betsy Devos', 'PERSON')]","{'neg': 0.138, 'neu': 0.715, 'pos': 0.147, 'compound': -0.197}"
86,,"It's NOT safe in any public places.#coronavirus #COVID19 has spreaded ALL OVER.People and state govenors didn't take the virus seriously.ALL we heard was ""OPEN UP""A directive fromDonald Trump &amp; his campaign team.What is the DEATH COUNT today??#Florida#Texas ",jenniferclmn,"Virginia, USA","['coronavirus', 'COVID19', 'Florida', 'Texas']",Twitter for Android,1173,341,2020-07-12 17:38:20,False,"[('COVID19', 'ORG'), ('OPEN', 'ORG'), ('Trump &amp', 'ORG')]","{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.8126}"
87,,Faite vous livrer en mp surSnapchat: plugstore19 Wickr me: plugshopping19 #lausanne #coronavirus #cougars #gays #londres #london #paris2020 #greve #gayparis #weedsmokers ,claver420,"Tremblay-en-France, France  , ","['lausanne', 'coronavirus', 'cougars', 'gays', 'londres', 'london', 'paris2020', 'greve', 'gayparis', 'weedsmokers']",Twitter for Android,33,30,2020-07-12 17:38:18,False,"['', '', '', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
88,, India reaches on 8th rank in world in terms of death due to Corona and still BJP Govt is claiming that they faught Coron…,SinghRiya17,,[],Twitter for Android,79,112,2020-07-12 17:38:18,False,"[('India', 'GPE'), ('8th', 'ORDINAL'), ('Corona', 'GPE'), ('BJP Govt', 'ORG'), ('Coron', 'ORG')]","{'neg': 0.144, 'neu': 0.812, 'pos': 0.044, 'compound': -0.5719}"
89,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",KingTigerII1,,['coronavirus'],Twitter for Android,15,223,2020-07-12 17:38:17,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
90,,  #CoronaVirus Biggest psyop in human history! What is the difference when testing for #COVID19 compared to…,ColeenSwartzen1,,"['CoronaVirus', 'COVID19']",Twitter for iPhone,231,627,2020-07-12 17:38:16,False,"['', ('CoronaVirus Biggest', 'ORG'), ('COVID19', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
91,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",lunch_joe,California,['coronavirus'],Twitter for iPad,12865,13542,2020-07-12 17:38:16,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
92,," It's just a start, they were threatening and war mongering a few weeks back against #india #usa #Australia #uk #canada china should be punished for it's atrocities against #Uyghurs  #HongKong #taiwan and hiding facts on #coronavirus . Dragon wings clipped #chinawingsclipped",gokusingh123,Ladakh,"['india', 'usa', 'Australia', 'uk', 'canada', 'Uyghurs', 'HongKong', 'taiwan', 'coronavirus', 'chinawingsclipped']",Twitter Web App,12,180,2020-07-12 17:38:15,False,"[('a few weeks', 'DATE'), '', '', '', ('canada', 'GPE'), ('china', 'GPE'), ('Uyghurs', 'ORG'), '', ('taiwan', 'GPE'), '', '']","{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.9231}"
93,," Tomorrow isn’t promised, Just let him fucc.#coronavirus",slimm_kole,"New Orleans, LA",['coronavirus'],Twitter for iPhone,255,692,2020-07-12 17:38:15,False,"[('Tomorrow', 'DATE')]","{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}"
94,,"  Betsy Devos can maintain social distancing on her 163 ft yacht, while she wants children to be forced to return to sc…",CommonCores,,[],Twitter Web App,10835,11,2020-07-12 17:38:15,False,"[('Betsy Devos', 'PERSON'), ('163', 'CARDINAL')]","{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.4588}"
95,, Breaking: Aishwarya Rai Bachhan and her daughter Tested Positive For Coronavirus.#coronavirus #AmitabhBachchan #Abhi…,Shubham84865021,,"['coronavirus', 'AmitabhBachchan']",Twitter for Android,8,880,2020-07-12 17:38:14,False,"[('Aishwarya Rai Bachhan', 'PERSON'), ('Tested Positive', 'ORG'), ('AmitabhBachchan', 'ORG')]","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5574}"
96,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",joshallen961,Kekistan,['coronavirus'],Twitter Web App,7,24,2020-07-12 17:38:12,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
97,, Russia first nation to successfully complete human trials of #coronavirus #COVID19 vaccine,puja_prk,,"['coronavirus', 'COVID19']",Twitter for Android,199,169,2020-07-12 17:38:11,False,"[('Russia', 'GPE'), ('first', 'ORDINAL'), '', '', ('COVID19', 'ORG')]","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}"
98,,"Florida just reported a record 15,300 new #coronavirus cases, the most by any state in a single day since the pandemic hit the U.S. That’s how not under control this thing is.Meanwhile, millions of kids are supposed to go back to school in 6 weeks? ",derekjGZ,"Washington, DC",['coronavirus'],Twitter for iPhone,38581,1865,2020-07-12 17:38:11,True,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('a single day', 'DATE'), ('U.S.', 'GPE'), ('millions', 'CARDINAL'), ('6 weeks', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
99,,  Nope! I don't believe death rate either because people who died of other causes are being listed as #ChinaVirus d…,TheOneLadyEagle,,['ChinaVirus'],Twitter Web App,14032,13585,2020-07-12 17:38:11,False,[''],"{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.7565}"
100,,"Florida reported more than 15,000 new #coronavirus cases, the highest single-day total for any state — including New York — since the pandemic began. ",enjoyceinglife,"The ATL, baby...","['coronavirus', 'COVID19']",Twitter Web App,3349,4126,2020-07-12 17:38:11,False,"[('Florida', 'GPE'), ('more than 15,000', 'CARDINAL'), ('single-day', 'DATE'), ('New York', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
101,, Disney World’s grand re-opening announcement video seems WAY more appropriate with the theme from the Shining. #Covid19 #Co…,NaattuVarthakal,കേരളം,['Covid19'],Naattuvartha,2868,4701,2020-07-12 17:38:10,False,"[('Disney World', 'ORG'), ('WAY', 'ORG'), ('Shining', 'PRODUCT'), '']","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.4588}"
102,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",blank3nsoap,"Mount Vernon, IN","['Florida', 'coronavirus']",Twitter for iPhone,38,302,2020-07-12 17:38:10,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
103,, Russia first nation to successfully complete human trials of #coronavirus #COVID19 vaccine,lakshmisurendra,Bangalore,"['coronavirus', 'COVID19']",Twitter for iPhone,62,373,2020-07-12 17:38:10,False,"[('Russia', 'GPE'), ('first', 'ORDINAL'), '', '', ('COVID19', 'ORG')]","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}"
104,, Disney World’s grand re-opening announcement video seems WAY more appropriate with the theme from the Shining. #Covid19 #Co…,dannielynnbowie,,['Covid19'],Twitter for iPhone,12,25,2020-07-12 17:38:09,False,"[('Disney World', 'ORG'), ('WAY', 'ORG'), ('Shining', 'PRODUCT'), '']","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.4588}"
105,,". 71 tested positive and you have a guy wearing no PPE, wearing SHORTS disinfecting the whole field? Did he sign up for death?? He will have cancer within two years, but you got to play your stupid game and make your money. #coronavirus I hope it was worth it. ",cwalshCURO,Southern California | Sweden,['coronavirus'],Twitter for iPad,1922,4974,2020-07-12 17:38:08,False,"[('71', 'CARDINAL'), ('two years', 'DATE')]","{'neg': 0.182, 'neu': 0.624, 'pos': 0.194, 'compound': 0.1999}"
106,, Air India announces 14 more flights between India and UK under Vande Bharat Mission | via  #AirIndia #VandeBh…,JTVIndiaNews,,['AirIndia'],Twitter for Android,244,49,2020-07-12 17:38:08,False,"[('Air India', 'ORG'), ('14', 'CARDINAL'), ('India', 'GPE'), ('UK', 'GPE'), ('Vande Bharat Mission |', 'LAW'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
107,, ‼️37-year-old #Ohio veteran—who posted a widely shared anti-#mask screed on Facebook—tested positive for #COVID19 on Jul…,albinojiginosis,"Rockford, IL","['Ohio', 'mask', 'COVID19']",Twitter for Android,206,284,2020-07-12 17:38:07,False,"[('Ohio', 'GPE'), ('Facebook', 'ORG'), ('Jul', 'ORG')]","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}"
108,, Are young people at fault for the rise in #coronavirus cases in many states across the U.S.? spoke with …,ItsmeSriram,Bangalore,['coronavirus'],Twitter for Android,163,241,2020-07-12 17:38:07,False,"['', ('U.S.', 'GPE')]","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4019}"
109,," Remaining home and avoiding external exposure, unless critical, are KEY to staying off #coronavirus. Kindly follow this.…",DrRajbangshi,,['coronavirus'],Twitter for Android,290,222,2020-07-12 17:38:07,False,"[('KEY', 'ORG'), '']","{'neg': 0.215, 'neu': 0.639, 'pos': 0.146, 'compound': -0.128}"
110,, 15 recent flights in and out of Toronto have confirmed cases of COVID-19 ,JaniceKayePhD,Canada,"['Toronto', 'Coronavirus', 'COVID19']",Twitter Web App,771,858,2020-07-12 17:38:07,False,"[('15', 'CARDINAL'), ('Toronto', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
111,, Today MSDH is reporting 868 new cases of COVID-19 in Mississippi and 19 deaths. The total of #coronavirus cases since March 11 is…,Shaye_Tova,"Call me what you want, but put Dr. first. ",['coronavirus'],Twitter for iPhone,708,946,2020-07-12 17:38:07,False,"[('Today', 'DATE'), ('MSDH', 'ORG'), ('868', 'CARDINAL'), ('Mississippi', 'GPE'), ('19', 'CARDINAL'), '', ('March 11', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
112,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",ghostwolfman,"NB /DC, Maine, USA/Canada ",['coronavirus'],Twitter Web App,27961,28975,2020-07-12 17:38:07,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
113,,"With #COVID19 on my mind, I decided to make #coronavirus inspired chocolate covered cherries. ",cemccarthy02,"Rockville, MD","['COVID19', 'coronavirus']",Twitter for iPhone,1656,1935,2020-07-12 17:38:06,False,"['', '']","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}"
114,,Looks like the #coronavirus just requested to follow my Instagram.... 😗🙄Seems legit ,bachgenbachx,"Wales, United Kingdom",['coronavirus'],Twitter for Android,1466,282,2020-07-12 17:38:05,False,"['', ('Instagram', 'PRODUCT'), ('😗', 'PERSON')]","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}"
115,,  mask is 1 step. Want to try to muster more votes? #LetFauciLead to finally control this #coronavirus. To seek his expert guidance would be a positive for u. Wish you’d understand he is not in competition w u. His focus: humanitarian wellbeing.  #sundayvibes,AMouseRoars,,"['LetFauciLead', 'coronavirus', 'sundayvibes']",Twitter for iPhone,5,60,2020-07-12 17:38:05,False,"[('1', 'CARDINAL'), '', ('Wish', 'PERSON')]","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.765}"
116,," SOME CONTEXT: #FL set records today. Best testing done, the % positive is ⬇️, plus 15,300 new #coronavirus cases is the M…",trekinfl,,"['FL', 'coronavirus']",Twitter for iPad,124,739,2020-07-12 17:38:05,False,"['', ('FL', 'NORP'), ('today', 'DATE'), ('15,300', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.8316}"
117,," please make it mandatory to wear masks in shops and enclosed spaces, follow #spain as they are on top of #coronavirus. Nothing worse when in a shop and someone coughs or sneezes and they don’t have a mask 😷 on!!!",Chrisman51,"Broadstairs,Kent UK","['spain', 'coronavirus']",Twitter for iPhone,766,1016,2020-07-12 17:38:04,False,"[('spain', 'GPE')]","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.7802}"
118,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",facelift25,Alive in the Superunknown,"['Florida', 'coronavirus']",Twitter Web App,336,1926,2020-07-12 17:38:03,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
119,,RT copy  FDA approved plasma treatment for sickest #coronavirus patients &gt;&gt;&gt;  via  &gt;&gt;&gt; #HealthTech #COVID19 &gt;&gt;&gt; ,cyber_spanish,Spain,"['coronavirus', 'HealthTech', 'COVID19']",Twitter Web App,4382,4230,2020-07-12 17:38:03,False,"[('FDA', 'ORG'), '', ('coronavirus patients &gt;&gt;&gt', 'ORG'), ('HealthTech', 'ORG')]","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4215}"
120,, Due to #COVID19 aka #Coronavirus Ill be sending the first 900 people to like &amp; retweet this $300 -$1500 through CashAp…,bellafeetsbaby,,"['COVID19', 'Coronavirus']",Twitter for iPhone,3,51,2020-07-12 17:38:02,False,"['', '', ('Coronavirus Ill', 'PERSON'), ('first', 'ORDINAL'), ('&amp', 'ORG'), ('300', 'MONEY'), ('CashAp', 'CARDINAL')]","{'neg': 0.115, 'neu': 0.782, 'pos': 0.103, 'compound': -0.0772}"
121,, Russia first nation to successfully complete human trials of #coronavirus #COVID19 vaccine,BeingBanna7773,वीर भूमि राजस्थान,"['coronavirus', 'COVID19']",Twitter for Android,70,459,2020-07-12 17:38:02,False,"[('Russia', 'GPE'), ('first', 'ORDINAL'), '', '', ('COVID19', 'ORG')]","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}"
122,," This just in: Florida reports 15,000 new #coronavirus cases. Shattering records are you, ?",deeg13,Massachusetts,['coronavirus'],Twitter Web App,2615,3025,2020-07-12 17:38:02,False,"[('Florida', 'GPE'), ('15,000', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
123,," Florida posts over 15,000 new cases of #coronavirus At the same time, countless GOPers are refusing to cooperate in slow…",406Llama,"Montana, USA",['coronavirus'],Twitter Web App,1541,3726,2020-07-12 17:38:01,False,"[('Florida', 'GPE'), ('over 15,000', 'CARDINAL'), '', ('GOPers', 'ORG')]","{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4019}"
124,,Our #pandemic response is stalling. And it’s made worse by #Trump’s ignorance. ,SoCalDoc,SoCal,"['pandemic', 'Trump', 'Coronavirus', 'covid19', 'DumpTrump2020']",Buffer,302,295,2020-07-12 17:38:00,False,"['', ('Trump', 'ORG')]","{'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.7506}"
